procurement_id,procurement_date,day_of_week,is_sunday_procurement,school_id,vendor_name,vendor_group,food_category,raw_grain_type,quantity_kg,total_cost_inr,cost_per_kg,payment_status
MDM004733,2025-03-04,Tuesday,0,SCH0144,Sharma & Sons,Sharma Group,Rice,Chawal,,1068.0,,PAID
MDM008087,2025-03-04,Tuesday,0,SCH0185,Singh Agro,Singh Group,Wheat,Atta,50.5,1515.0,30.0,PENDING
MDM003635,2025-03-04,Tuesday,0,SCH0198,Goyal Rice Mill,Goyal Group,Rice,Chawal,35.0,,,
MDM004057,2025-03-04,Tuesday,0,SCH0204,Kumar Supplies,Kumar Supplies Group,Mustard Oil,Oil,27.5,3300.0,120.0,PENDING
MDM009515,2025-03-04,Tuesday,0,SCH0301,Goyal Rice Mill,Goyal Group,Mustard Oil,Sarson Tel,29.1,3492.0,120.0,PAID
MDM007137,2025-03-04,Tuesday,0,SCH0422,S. Agro Works,Singh Group,Pulses / Dal,dal,27.3,2457.0,90.0,DUE
MDM007323,2025-03-04,Tuesday,0,SCH0443,Sharma Traders,Sharma Group,Wheat,WHEAT,53.5,1605.0,30.0,
MDM005683,2025-03-05,Wednesday,0,SCH0013,Kumar & Co.,Kumar Group,Pulses / Dal,Lentils,39.3,3537.0,90.0,PENDING
MDM007487,2025-03-05,Wednesday,0,SCH0088,Kumar General Store,Kumar Group,Pulses / Dal,Lentils,56.8,5112.0,90.0,PENDING
MDM000142,2025-03-05,Wednesday,0,SCH0138,Kumar Supplies,Kumar Supplies Group,Mustard Oil,Oil,40.1,4812.0,120.0,PENDING
MDM001373,2025-03-05,Wednesday,0,SCH0146,Sharma Traders,Sharma Group,Mustard Oil,Mustard Oil,43.2,5184.0,120.0,
MDM008032,2025-03-05,Wednesday,0,SCH0207,Goyal Enterprises,Goyal Group,Rice,chawal,34.8,1392.0,40.0,PAID
MDM003855,2025-03-05,Wednesday,0,SCH0330,Sharma & Sons,Sharma Group,Wheat,Atta,26.1,783.0,30.0,PENDING
MDM010631,2025-03-05,Wednesday,0,SCH0373,Sharma Traders,Sharma Group,Mustard Oil,Oil,,6408.0,,PAID
MDM002165,2025-03-05,Wednesday,0,SCH0373,Sharma & Sons,Sharma Group,Wheat,Atta,22.0,,,
MDM004369,2025-03-05,Wednesday,0,SCH0448,Goyal Rice Mill,Goyal Group,Rice,Chawal,27.7,1108.0,40.0,PAID
MDM009713,2025-03-05,Wednesday,0,SCH0463,Goyal Rice Mill,Goyal Group,Pulses / Dal,dal,47.6,4284.0,90.0,PAID
MDM005323,2025-03-05,Wednesday,0,SCH0495,Kumar & Co.,Kumar Group,Wheat,WHEAT,,1020.0,,PENDING
MDM008904,2025-03-05,Wednesday,0,SCH0502,Sharma Traders,Sharma Group,Pulses / Dal,Daal,10.7,963.0,90.0,DUE
MDM001335,2025-03-05,Wednesday,0,SCH0571,Kumar Supplies,Kumar Supplies Group,Mustard Oil,Oil,51.4,,,
MDM003179,2025-03-05,Wednesday,0,SCH0583,Kumar Supplies,Kumar Supplies Group,Rice,chawal,25.8,,,PAID
MDM011890,2025-03-06,Thursday,0,SCH0130,Kumar General Store,Kumar Group,Pulses / Dal,dal,48.2,4338.0,90.0,PENDING
MDM003918,2025-03-06,Thursday,0,SCH0141,Goyal Enterprises,Goyal Group,Rice,RICE,32.6,1304.0,40.0,
MDM008771,2025-03-06,Thursday,0,SCH0228,Singh Brothers,Singh Group,Rice,chawal,36.4,1456.0,40.0,PAID
MDM010283,2025-03-06,Thursday,0,SCH0316,Singh Brothers,Singh Group,Pulses / Dal,Lentils,48.0,4320.0,90.0,DUE
MDM005537,2025-03-06,Thursday,0,SCH0331,Goyal Enterprises,Goyal Group,Wheat,Wheat,48.1,1443.0,30.0,PAID
MDM001029,2025-03-06,Thursday,0,SCH0347,Sharma & Sons,Sharma Group,Mustard Oil,Cooking Oil,51.8,6216.0,120.0,
MDM010867,2025-03-06,Thursday,0,SCH0441,Singh Agro,Singh Group,Pulses / Dal,Daal,38.2,3438.0,90.0,PAID
MDM000076,2025-03-06,Thursday,0,SCH0496,Singh Brothers,Singh Group,Mustard Oil,Oil,,6660.0,,PAID
MDM004754,2025-03-07,Friday,0,SCH0022,Singh Brothers,Singh Group,Pulses / Dal,Lentils,32.7,2943.0,90.0,DUE
MDM001325,2025-03-07,Friday,0,SCH0089,Goyal Enterprises,Goyal Group,Rice,Rice,49.6,1984.0,40.0,PENDING
MDM003294,2025-03-07,Friday,0,SCH0095,Kumar General Store,Kumar Group,Mustard Oil,Mustard Oil,,6648.0,,DUE
MDM002844,2025-03-07,Friday,0,SCH0137,Goyal Enterprises,Goyal Group,Pulses / Dal,dal,56.7,5103.0,90.0,PAID
MDM007289,2025-03-07,Friday,0,SCH0165,Goyal Rice Mill,Goyal Group,Mustard Oil,Sarson Tel,21.2,2544.0,120.0,PENDING
MDM001598,2025-03-07,Friday,0,SCH0191,Goyal Rice Mill,Goyal Group,Pulses / Dal,Lentils,51.7,4653.0,90.0,PAID
MDM009911,2025-03-07,Friday,0,SCH0299,Goyal Enterprises,Goyal Group,Wheat,WHEAT,34.4,1032.0,30.0,
MDM008510,2025-03-07,Friday,0,SCH0339,Singh Agro,Singh Group,Wheat,WHEAT,11.6,348.0,30.0,PAID
MDM008137,2025-03-07,Friday,0,SCH0347,Goyal Rice Mill,Goyal Group,Wheat,Wheat,35.8,1074.0,30.0,PENDING
MDM001988,2025-03-07,Friday,0,SCH0351,Singh Agro,Singh Group,Mustard Oil,Mustard Oil,36.9,4428.0,120.0,PAID
MDM008211,2025-03-07,Friday,0,SCH0476,Goyal Enterprises,Goyal Group,Pulses / Dal,Dal,59.6,5364.0,90.0,PAID
MDM000074,2025-03-07,Friday,0,SCH0480,Goyal Rice Mill,Goyal Group,Wheat,WHEAT,45.5,1365.0,30.0,PAID
MDM000616,2025-03-07,Friday,0,SCH0544,Kumar Supplies,Kumar Supplies Group,Mustard Oil,Cooking Oil,49.8,5976.0,120.0,DUE
MDM009366,2025-03-07,Friday,0,SCH0548,Goyal Rice Mill,Goyal Group,Wheat,gehun,26.6,798.0,30.0,PAID
MDM003213,2025-03-08,Saturday,0,SCH0139,Sharma Traders,Sharma Group,Mustard Oil,Oil,56.7,6804.0,120.0,PENDING
MDM007279,2025-03-08,Saturday,0,SCH0233,Kumar General Store,Kumar Group,Mustard Oil,Sarson Tel,39.2,4704.0,120.0,PAID
MDM006007,2025-03-08,Saturday,0,SCH0313,Sharma Traders,Sharma Group,Mustard Oil,Mustard Oil,36.5,4380.0,120.0,PENDING
MDM005425,2025-03-08,Saturday,0,SCH0350,Kumar & Co.,Kumar Group,Mustard Oil,Mustard Oil,35.2,4224.0,120.0,PAID
MDM005364,2025-03-08,Saturday,0,SCH0572,Kumar Supplies,Kumar Supplies Group,Pulses / Dal,dal,53.9,4851.0,90.0,PAID
MDM010370,2025-03-09,Sunday,1,SCH0047,Singh Brothers,Singh Group,Rice,Rice,39.4,1576.0,40.0,PENDING
MDM010757,2025-03-09,Sunday,1,SCH0061,Sharma Traders,Sharma Group,Mustard Oil,Sarson Tel,10.8,1296.0,120.0,PENDING
MDM002764,2025-03-09,Sunday,1,SCH0131,Singh Agro,Singh Group,Mustard Oil,Cooking Oil,25.5,3060.0,120.0,
MDM000551,2025-03-09,Sunday,1,SCH0208,Goyal Rice Mill,Goyal Group,Mustard Oil,Mustard Oil,,3480.0,,DUE
MDM004526,2025-03-09,Sunday,1,SCH0224,Kumar & Co.,Kumar Group,Mustard Oil,Mustard Oil,14.7,1764.0,120.0,DUE
MDM002225,2025-03-09,Sunday,1,SCH0381,Sharma Traders,Sharma Group,Rice,chawal,52.0,2080.0,40.0,PENDING
MDM011353,2025-03-09,Sunday,1,SCH0398,Goyal Rice Mill,Goyal Group,Pulses / Dal,Lentils,33.7,3033.0,90.0,PENDING
MDM009492,2025-03-09,Sunday,1,SCH0456,Goyal Enterprises,Goyal Group,Wheat,WHEAT,31.3,939.0,30.0,PENDING
MDM009543,2025-03-09,Sunday,1,SCH0479,Singh Brothers,Singh Group,Pulses / Dal,dal,,3609.0,,DUE
MDM010166,2025-03-09,Sunday,1,SCH0537,Kumar Supplies,Kumar Supplies Group,Rice,RICE,23.0,920.0,40.0,PAID
MDM000729,2025-03-10,Monday,0,SCH0073,Sharma Traders,Sharma Group,Rice,RICE,43.3,1732.0,40.0,DUE
MDM000445,2025-03-10,Monday,0,SCH0109,Kumar General Store,Kumar Group,Rice,Rice,28.1,1124.0,40.0,PENDING
MDM006091,2025-03-10,Monday,0,SCH0148,Goyal Rice Mill,Goyal Group,Mustard Oil,Oil,17.3,2076.0,120.0,PENDING
MDM004542,2025-03-10,Monday,0,SCH0197,Goyal Rice Mill,Goyal Group,Pulses / Dal,dal,,5148.0,,PAID
MDM006998,2025-03-10,Monday,0,SCH0197,S. Agro Works,Singh Group,Wheat,gehun,58.0,1740.0,30.0,PAID
MDM004132,2025-03-10,Monday,0,SCH0227,Singh Agro,Singh Group,Wheat,Wheat,34.5,1035.0,30.0,PAID
MDM011115,2025-03-10,Monday,0,SCH0312,Goyal Rice Mill,Goyal Group,Pulses / Dal,Daal,51.1,4599.0,90.0,PAID
MDM002841,2025-03-10,Monday,0,SCH0443,Kumar & Co.,Kumar Group,Rice,Chawal,51.5,2060.0,40.0,PAID
MDM008145,2025-03-10,Monday,0,SCH0462,Goyal Rice Mill,Goyal Group,Mustard Oil,Sarson Tel,16.3,,,PENDING
MDM011264,2025-03-10,Monday,0,SCH0465,Kumar & Co.,Kumar Group,Pulses / Dal,Pulses,,3654.0,,PAID
MDM011921,2025-03-10,Monday,0,SCH0495,Goyal Enterprises,Goyal Group,Rice,chawal,32.4,1296.0,40.0,PAID
MDM009368,2025-03-10,Monday,0,SCH0551,S. Agro Works,Singh Group,Rice,Chawal,35.2,1408.0,40.0,
MDM000211,2025-03-10,Monday,0,SCH0569,Goyal Rice Mill,Goyal Group,Pulses / Dal,Daal,21.7,1953.0,90.0,PAID
MDM003783,2025-03-10,Monday,0,SCH0592,Sharma Traders,Sharma Group,Pulses / Dal,Pulses,36.4,3276.0,90.0,PENDING
MDM008498,2025-03-10,Monday,0,SCH0595,Goyal Rice Mill,Goyal Group,Mustard Oil,Oil,46.4,5568.0,120.0,PAID
MDM005209,2025-03-11,Tuesday,0,SCH0015,Sharma Traders,Sharma Group,Rice,Chawal,18.3,732.0,40.0,
MDM008823,2025-03-11,Tuesday,0,SCH0032,S. Agro Works,Singh Group,Wheat,WHEAT,42.4,,,PENDING
MDM003240,2025-03-11,Tuesday,0,SCH0033,Sharma & Sons,Sharma Group,Mustard Oil,Oil,18.2,2184.0,120.0,PENDING
MDM005851,2025-03-11,Tuesday,0,SCH0066,Singh Agro,Singh Group,Rice,chawal,,1088.0,,PENDING
MDM011779,2025-03-11,Tuesday,0,SCH0090,Kumar General Store,Kumar Group,Pulses / Dal,Dal,,5211.0,,PENDING
MDM001155,2025-03-11,Tuesday,0,SCH0145,Singh Brothers,Singh Group,Pulses / Dal,Dal,42.7,3843.0,90.0,PAID
MDM011829,2025-03-11,Tuesday,0,SCH0219,Goyal Rice Mill,Goyal Group,Pulses / Dal,Daal,45.0,4050.0,90.0,DUE
MDM000346,2025-03-11,Tuesday,0,SCH0351,Singh Agro,Singh Group,Wheat,gehun,,1626.0,,PAID
MDM001957,2025-03-11,Tuesday,0,SCH0356,S. Agro Works,Singh Group,Pulses / Dal,Daal,48.5,4365.0,90.0,PENDING
MDM005620,2025-03-11,Tuesday,0,SCH0356,Sharma Traders,Sharma Group,Rice,RICE,33.1,1324.0,40.0,PENDING
MDM000353,2025-03-11,Tuesday,0,SCH0489,Goyal Rice Mill,Goyal Group,Pulses / Dal,Dal,41.0,3690.0,90.0,PAID
MDM007882,2025-03-11,Tuesday,0,SCH0514,Kumar General Store,Kumar Group,Mustard Oil,Oil,54.2,6504.0,120.0,PAID
MDM008311,2025-03-11,Tuesday,0,SCH0551,Goyal Rice Mill,Goyal Group,Mustard Oil,Mustard Oil,50.6,6072.0,120.0,PAID
MDM007031,2025-03-12,Wednesday,0,SCH0074,Sharma Traders,Sharma Group,Wheat,gehun,49.4,1482.0,30.0,DUE
MDM007591,2025-03-12,Wednesday,0,SCH0075,Kumar & Co.,Kumar Group,Pulses / Dal,dal,,1062.0,,PAID
MDM000817,2025-03-12,Wednesday,0,SCH0083,S. Agro Works,Singh Group,Rice,RICE,,1908.0,,PENDING
MDM005985,2025-03-12,Wednesday,0,SCH0128,Kumar & Co.,Kumar Group,Wheat,gehun,,1593.0,,PENDING
MDM002769,2025-03-12,Wednesday,0,SCH0151,Kumar General Store,Kumar Group,Mustard Oil,Sarson Tel,49.2,5904.0,120.0,PAID
MDM000419,2025-03-12,Wednesday,0,SCH0249,S. Agro Works,Singh Group,Pulses / Dal,Lentils,11.7,1053.0,90.0,PAID
MDM005305,2025-03-12,Wednesday,0,SCH0307,Singh Agro,Singh Group,Pulses / Dal,dal,25.1,2259.0,90.0,
MDM004757,2025-03-12,Wednesday,0,SCH0348,Goyal Rice Mill,Goyal Group,Wheat,gehun,,1323.0,,PENDING
MDM004777,2025-03-12,Wednesday,0,SCH0365,Sharma Traders,Sharma Group,Rice,Rice,50.3,2012.0,40.0,DUE
MDM002106,2025-03-12,Wednesday,0,SCH0474,Sharma Traders,Sharma Group,Pulses / Dal,Daal,,1368.0,,PAID
MDM002140,2025-03-12,Wednesday,0,SCH0493,Sharma Traders,Sharma Group,Rice,Chawal,53.5,2140.0,40.0,DUE
MDM000853,2025-03-12,Wednesday,0,SCH0538,Kumar Supplies,Kumar Supplies Group,Rice,RICE,21.3,852.0,40.0,PAID
MDM008101,2025-03-12,Wednesday,0,SCH0600,S. Agro Works,Singh Group,Mustard Oil,Sarson Tel,53.4,6408.0,120.0,PENDING
MDM005464,2025-04-01,Tuesday,0,SCH0006,Kumar & Co.,Kumar Group,Rice,Chawal,34.9,1396.0,40.0,PENDING
MDM009010,2025-04-01,Tuesday,0,SCH0035,Sharma & Sons,Sharma Group,Mustard Oil,Sarson Tel,,4764.0,,
MDM002005,2025-04-01,Tuesday,0,SCH0037,Kumar General Store,Kumar Group,Pulses / Dal,Daal,35.1,3159.0,90.0,PAID
MDM005335,2025-04-01,Tuesday,0,SCH0053,Sharma & Sons,Sharma Group,Wheat,Gehun,41.4,1242.0,30.0,
MDM001363,2025-04-01,Tuesday,0,SCH0063,Goyal Rice Mill,Goyal Group,Pulses / Dal,Dal,31.2,2808.0,90.0,PAID
MDM008930,2025-04-01,Tuesday,0,SCH0101,Goyal Rice Mill,Goyal Group,Mustard Oil,Mustard Oil,45.0,5400.0,120.0,DUE
MDM011850,2025-04-01,Tuesday,0,SCH0114,Kumar & Co.,Kumar Group,Wheat,Gehun,34.0,1020.0,30.0,
MDM002587,2025-04-01,Tuesday,0,SCH0134,Kumar General Store,Kumar Group,Rice,chawal,59.7,,,PAID
MDM005722,2025-04-01,Tuesday,0,SCH0160,Sharma & Sons,Sharma Group,Wheat,Gehun,49.3,1479.0,30.0,PENDING
MDM004704,2025-04-01,Tuesday,0,SCH0164,Singh Agro,Singh Group,Rice,chawal,55.1,2204.0,40.0,PAID
MDM004302,2025-04-01,Tuesday,0,SCH0202,Singh Brothers,Singh Group,Wheat,Wheat,,651.0,,
MDM011666,2025-04-01,Tuesday,0,SCH0215,Singh Agro,Singh Group,Wheat,Gehun,37.9,1137.0,30.0,PAID
MDM002672,2025-04-01,Tuesday,0,SCH0217,Goyal Rice Mill,Goyal Group,Mustard Oil,Mustard Oil,39.7,4764.0,120.0,PAID
MDM010309,2025-04-01,Tuesday,0,SCH0238,Goyal Rice Mill,Goyal Group,Pulses / Dal,Daal,14.5,1305.0,90.0,PAID
MDM008297,2025-04-01,Tuesday,0,SCH0251,Goyal Enterprises,Goyal Group,Mustard Oil,Oil,18.8,2256.0,120.0,PENDING
MDM010714,2025-04-01,Tuesday,0,SCH0307,Sharma Traders,Sharma Group,Pulses / Dal,Lentils,39.2,3528.0,90.0,
MDM010940,2025-04-01,Tuesday,0,SCH0326,Sharma Traders,Sharma Group,Pulses / Dal,Daal,24.5,2205.0,90.0,PENDING
MDM002715,2025-04-01,Tuesday,0,SCH0363,Kumar General Store,Kumar Group,Rice,Chawal,44.6,1784.0,40.0,PENDING
MDM000951,2025-04-01,Tuesday,0,SCH0366,S. Agro Works,Singh Group,Wheat,gehun,48.6,1458.0,30.0,PAID
MDM005704,2025-04-01,Tuesday,0,SCH0367,Singh Agro,Singh Group,Pulses / Dal,Pulses,17.3,1557.0,90.0,
MDM003139,2025-04-01,Tuesday,0,SCH0381,Kumar General Store,Kumar Group,Mustard Oil,Oil,25.2,3024.0,120.0,PAID
MDM008799,2025-04-01,Tuesday,0,SCH0409,Singh Agro,Singh Group,Pulses / Dal,Dal,32.6,2934.0,90.0,PAID
MDM010619,2025-04-01,Tuesday,0,SCH0434,Sharma & Sons,Sharma Group,Mustard Oil,Oil,52.6,6312.0,120.0,PAID
MDM007118,2025-04-01,Tuesday,0,SCH0444,Singh Agro,Singh Group,Mustard Oil,Oil,26.0,,,PENDING
MDM003448,2025-04-01,Tuesday,0,SCH0485,Sharma Traders,Sharma Group,Pulses / Dal,dal,39.4,3546.0,90.0,PAID
MDM006209,2025-04-01,Tuesday,0,SCH0503,Singh Agro,Singh Group,Pulses / Dal,Lentils,46.3,4167.0,90.0,DUE
MDM001818,2025-04-01,Tuesday,0,SCH0545,Singh Brothers,Singh Group,Wheat,WHEAT,48.3,1449.0,30.0,
MDM004382,2025-04-01,Tuesday,0,SCH0557,Kumar & Co.,Kumar Group,Wheat,WHEAT,16.5,495.0,30.0,PENDING
MDM004396,2025-04-01,Tuesday,0,SCH0561,Singh Agro,Singh Group,Wheat,Atta,22.5,675.0,30.0,PENDING
MDM010682,2025-04-01,Tuesday,0,SCH0594,Singh Agro,Singh Group,Wheat,gehun,35.3,,,PAID
MDM000314,2025-04-02,Wednesday,0,SCH0002,S. Agro Works,Singh Group,Pulses / Dal,dal,,3258.0,,PAID
MDM000503,2025-04-02,Wednesday,0,SCH0088,Sharma Traders,Sharma Group,Wheat,Gehun,55.2,1656.0,30.0,DUE
MDM000091,2025-04-02,Wednesday,0,SCH0111,S. Agro Works,Singh Group,Rice,Rice,36.6,1464.0,40.0,PAID
MDM008719,2025-04-02,Wednesday,0,SCH0121,Goyal Enterprises,Goyal Group,Wheat,WHEAT,48.0,1440.0,30.0,PENDING
MDM010428,2025-04-02,Wednesday,0,SCH0142,Goyal Rice Mill,Goyal Group,Wheat,gehun,41.9,1257.0,30.0,
MDM009155,2025-04-02,Wednesday,0,SCH0240,Singh Brothers,Singh Group,Pulses / Dal,dal,43.4,3906.0,90.0,PENDING
MDM003931,2025-04-02,Wednesday,0,SCH0301,Kumar & Co.,Kumar Group,Pulses / Dal,Dal,12.5,1125.0,90.0,PAID
MDM006704,2025-04-02,Wednesday,0,SCH0372,Goyal Rice Mill,Goyal Group,Pulses / Dal,dal,42.1,3789.0,90.0,PAID
MDM008261,2025-04-02,Wednesday,0,SCH0380,Kumar & Co.,Kumar Group,Pulses / Dal,Pulses,42.4,3816.0,90.0,PENDING
MDM006772,2025-04-02,Wednesday,0,SCH0382,Goyal Rice Mill,Goyal Group,Wheat,Gehun,37.4,1122.0,30.0,PAID
MDM004943,2025-04-02,Wednesday,0,SCH0402,Sharma Traders,Sharma Group,Pulses / Dal,Pulses,31.7,,,PAID
MDM000152,2025-04-02,Wednesday,0,SCH0434,Singh Brothers,Singh Group,Wheat,gehun,28.7,861.0,30.0,PAID
MDM002494,2025-04-02,Wednesday,0,SCH0457,Sharma Traders,Sharma Group,Wheat,Atta,43.6,1308.0,30.0,DUE
MDM000776,2025-04-02,Wednesday,0,SCH0490,Sharma & Sons,Sharma Group,Mustard Oil,Sarson Tel,24.4,2928.0,120.0,PAID
MDM000691,2025-04-02,Wednesday,0,SCH0494,Singh Agro,Singh Group,Pulses / Dal,Pulses,,4761.0,,PAID
MDM006413,2025-04-02,Wednesday,0,SCH0511,Sharma Traders,Sharma Group,Rice,RICE,37.3,1492.0,40.0,PENDING
MDM011329,2025-04-02,Wednesday,0,SCH0513,S. Agro Works,Singh Group,Pulses / Dal,Lentils,26.6,2394.0,90.0,PAID
MDM011304,2025-04-02,Wednesday,0,SCH0534,Kumar Supplies,Kumar Supplies Group,Rice,Chawal,21.8,872.0,40.0,
MDM008837,2025-04-02,Wednesday,0,SCH0585,Kumar Supplies,Kumar Supplies Group,Pulses / Dal,dal,,3015.0,,PAID
MDM001488,2025-04-02,Wednesday,0,SCH0595,Singh Agro,Singh Group,Rice,RICE,15.8,632.0,40.0,DUE
MDM008740,2025-04-02,Wednesday,0,SCH0596,Singh Agro,Singh Group,Rice,Rice,36.8,1472.0,40.0,PAID
MDM002779,2025-04-03,Thursday,0,SCH0047,Sharma Traders,Sharma Group,Mustard Oil,Sarson Tel,28.8,3456.0,120.0,PAID
MDM002698,2025-04-03,Thursday,0,SCH0079,Goyal Enterprises,Goyal Group,Rice,Chawal,38.6,1544.0,40.0,PENDING
MDM007698,2025-04-03,Thursday,0,SCH0093,Kumar & Co.,Kumar Group,Wheat,Gehun,34.2,1026.0,30.0,PAID
MDM007639,2025-04-03,Thursday,0,SCH0108,Sharma & Sons,Sharma Group,Mustard Oil,Sarson Tel,49.8,5976.0,120.0,PENDING
MDM010666,2025-04-03,Thursday,0,SCH0135,Goyal Rice Mill,Goyal Group,Mustard Oil,Mustard Oil,,3396.0,,PAID
MDM000872,2025-04-03,Thursday,0,SCH0145,Sharma Traders,Sharma Group,Mustard Oil,Oil,,2172.0,,PAID
MDM011817,2025-04-03,Thursday,0,SCH0188,Sharma & Sons,Sharma Group,Mustard Oil,Oil,45.9,,,PAID
MDM007451,2025-04-03,Thursday,0,SCH0215,Singh Brothers,Singh Group,Mustard Oil,Sarson Tel,37.2,4464.0,120.0,PAID
MDM011583,2025-04-03,Thursday,0,SCH0254,Sharma & Sons,Sharma Group,Rice,chawal,58.1,2324.0,40.0,PAID
MDM002176,2025-04-03,Thursday,0,SCH0290,Kumar General Store,Kumar Group,Rice,Chawal,15.0,600.0,40.0,PAID
MDM004104,2025-04-03,Thursday,0,SCH0323,Sharma Traders,Sharma Group,Rice,Chawal,18.0,720.0,40.0,DUE
MDM007555,2025-04-03,Thursday,0,SCH0335,Sharma & Sons,Sharma Group,Pulses / Dal,Lentils,44.7,4023.0,90.0,PENDING
MDM010326,2025-04-03,Thursday,0,SCH0378,Goyal Rice Mill,Goyal Group,Pulses / Dal,dal,31.3,2817.0,90.0,PAID
MDM010845,2025-04-03,Thursday,0,SCH0382,Kumar & Co.,Kumar Group,Rice,Chawal,41.9,1676.0,40.0,DUE
MDM000364,2025-04-03,Thursday,0,SCH0419,Sharma Traders,Sharma Group,Wheat,Gehun,34.7,1041.0,30.0,PENDING
MDM003729,2025-04-03,Thursday,0,SCH0455,Kumar & Co.,Kumar Group,Mustard Oil,Oil,13.6,1632.0,120.0,DUE
MDM011381,2025-04-03,Thursday,0,SCH0456,Goyal Rice Mill,Goyal Group,Wheat,Wheat,44.1,1323.0,30.0,PAID
MDM009962,2025-04-03,Thursday,0,SCH0463,Goyal Rice Mill,Goyal Group,Wheat,Wheat,53.5,1605.0,30.0,PAID
MDM005921,2025-04-03,Thursday,0,SCH0481,S. Agro Works,Singh Group,Wheat,Gehun,20.0,600.0,30.0,DUE
MDM007242,2025-04-03,Thursday,0,SCH0519,Kumar General Store,Kumar Group,Mustard Oil,Mustard Oil,22.7,2724.0,120.0,PAID
MDM011993,2025-04-03,Thursday,0,SCH0523,Kumar & Co.,Kumar Group,Pulses / Dal,Lentils,59.4,5346.0,90.0,PAID
MDM005583,2025-04-03,Thursday,0,SCH0546,Singh Brothers,Singh Group,Pulses / Dal,dal,17.8,1602.0,90.0,PENDING
MDM005263,2025-04-03,Thursday,0,SCH0589,Sharma & Sons,Sharma Group,Mustard Oil,Cooking Oil,28.6,3432.0,120.0,PENDING
MDM001012,2025-04-03,Thursday,0,SCH0600,Kumar & Co.,Kumar Group,Pulses / Dal,Dal,39.4,3546.0,90.0,PAID
MDM003297,2025-04-04,Friday,0,SCH0025,Goyal Rice Mill,Goyal Group,Wheat,WHEAT,38.6,1158.0,30.0,PENDING
MDM010997,2025-04-04,Friday,0,SCH0027,Sharma & Sons,Sharma Group,Rice,chawal,58.5,2340.0,40.0,PAID
MDM011979,2025-04-04,Friday,0,SCH0027,Kumar & Co.,Kumar Group,Wheat,WHEAT,42.6,1278.0,30.0,
MDM004338,2025-04-04,Friday,0,SCH0077,Sharma Traders,Sharma Group,Rice,RICE,41.9,1676.0,40.0,PENDING
MDM005139,2025-04-04,Friday,0,SCH0092,Sharma & Sons,Sharma Group,Pulses / Dal,dal,19.0,1710.0,90.0,PENDING
MDM006082,2025-04-04,Friday,0,SCH0121,Sharma & Sons,Sharma Group,Pulses / Dal,Pulses,22.6,2034.0,90.0,PAID
MDM010040,2025-04-04,Friday,0,SCH0121,Kumar Supplies,Kumar Supplies Group,Rice,RICE,34.1,1364.0,40.0,PAID
MDM005218,2025-04-04,Friday,0,SCH0134,Singh Agro,Singh Group,Pulses / Dal,Daal,34.0,3060.0,90.0,PAID
MDM007941,2025-04-04,Friday,0,SCH0143,Goyal Enterprises,Goyal Group,Pulses / Dal,Pulses,27.1,2439.0,90.0,DUE
MDM006593,2025-04-04,Friday,0,SCH0154,Kumar General Store,Kumar Group,Rice,RICE,38.1,1524.0,40.0,PENDING
MDM011585,2025-04-04,Friday,0,SCH0156,Goyal Rice Mill,Goyal Group,Wheat,Atta,47.5,1425.0,30.0,PAID
MDM009505,2025-04-04,Friday,0,SCH0192,Singh Brothers,Singh Group,Rice,chawal,17.9,716.0,40.0,PAID
MDM006807,2025-04-04,Friday,0,SCH0227,Kumar General Store,Kumar Group,Mustard Oil,Oil,59.3,7116.0,120.0,PAID
MDM002711,2025-04-04,Friday,0,SCH0235,Sharma & Sons,Sharma Group,Rice,chawal,,544.0,,PAID
MDM009411,2025-04-04,Friday,0,SCH0270,Singh Brothers,Singh Group,Mustard Oil,Oil,21.5,2580.0,120.0,PAID
MDM008097,2025-04-04,Friday,0,SCH0270,Goyal Enterprises,Goyal Group,Rice,RICE,16.3,652.0,40.0,PENDING
MDM011985,2025-04-04,Friday,0,SCH0291,Sharma & Sons,Sharma Group,Mustard Oil,Cooking Oil,29.3,3516.0,120.0,
MDM006458,2025-04-04,Friday,0,SCH0305,S. Agro Works,Singh Group,Mustard Oil,Oil,53.3,,,DUE
MDM000107,2025-04-04,Friday,0,SCH0310,Singh Agro,Singh Group,Pulses / Dal,Pulses,,3915.0,,
MDM000102,2025-04-04,Friday,0,SCH0316,Kumar & Co.,Kumar Group,Pulses / Dal,Pulses,40.5,3645.0,90.0,PAID
MDM006240,2025-04-04,Friday,0,SCH0320,Singh Brothers,Singh Group,Mustard Oil,Oil,20.5,2460.0,120.0,PAID
MDM005953,2025-04-04,Friday,0,SCH0341,Kumar & Co.,Kumar Group,Wheat,Wheat,37.8,1134.0,30.0,PAID
MDM005484,2025-04-04,Friday,0,SCH0345,Goyal Rice Mill,Goyal Group,Rice,Chawal,14.2,568.0,40.0,PAID
MDM006277,2025-04-04,Friday,0,SCH0383,Goyal Rice Mill,Goyal Group,Wheat,Wheat,52.1,1563.0,30.0,DUE
MDM009842,2025-04-04,Friday,0,SCH0414,Sharma Traders,Sharma Group,Pulses / Dal,Daal,56.5,5085.0,90.0,PENDING
MDM003219,2025-04-04,Friday,0,SCH0422,Kumar Supplies,Kumar Supplies Group,Pulses / Dal,dal,31.6,2844.0,90.0,PENDING
MDM002240,2025-04-04,Friday,0,SCH0443,Sharma Traders,Sharma Group,Wheat,WHEAT,23.7,711.0,30.0,
